"SampleID","Year","Population","Pco1","Pco2","Pco3","Pco4","Pco5","Pco6","Pco7","Pco8","Pco9","Pco10","PC11","Latitude","Longitude"
"CPB2015_258A",2015,"Refuge-2015",0.0276952462232336,-0.00301929258089658,-0.0222842164336376,0.00528951578596974,0.00454490853671765,-0.00930333794355747,-0.0109655236669205,-0.0174568472927692,-0.0108301326779068,-0.00532231977962861,0.00878028408830702,44.087325,-89.50988333
"CPB2015_258B",2015,"Refuge-2015",-0.00192955077516256,0.01337455647942,-0.0188047645707966,-0.0110199033181997,0.00545245479865572,-0.0151816585889616,0.00570024052374413,-0.00724951492090146,-0.00814893687527023,0.0114591664614693,-0.00644203135582138,44.087325,-89.50988333
"CPB2015_258C",2015,"Refuge-2015",0.0243804273867795,-0.0062425432384313,-0.0243867316719376,-0.00288767496826151,-0.006681613091372,-0.0204202593648733,-0.00690898517984595,0.021890597072382,0.0104577050950263,0.00385715046055658,0.0072320285762743,44.087325,-89.50988333
"CPB2015_258D",2015,"Refuge-2015",-0.0147822446447944,-0.0129823083118651,-0.0134680675550592,-0.0055839643635049,-0.00505073247833171,-0.0137943851828257,0.0248942159850826,-0.00884365201598145,-0.00881128752986429,-0.0137752903544643,-0.00601124050765019,44.087325,-89.50988333
"CPB2015_258E",2015,"Refuge-2015",-0.0134116836594499,-0.0103202967989003,-0.0083319176556456,-0.00684389660079759,0.00305033505526459,-0.0270570948322693,0.00634649527416092,0.0157439480492171,-0.0179893580455802,0.00898338787774564,-0.0178642611123236,44.087325,-89.50988333
"CPB2015_26A",2015,"Hesler-2015",0.0120651058898672,0.0204706401614039,0.0175814783712967,-0.0246262822642056,0.0118106734925327,0.0210410893429844,0.00430993755858318,0.00718855736825285,-0.00393812446785377,-0.0080183266449364,-0.00509483891966077,43.919667,-89.662781
"CPB2015_26B",2015,"Hesler-2015",0.010065890571073,-0.00633409071750244,0.00756797272902129,0.00443438451280352,-0.000868204043791081,-0.0314716989762204,0.0121634931406829,-0.00920706711652876,-0.00168081547805165,0.000657658419774183,0.00486090503704242,43.919667,-89.662781
"CPB2015_26C",2015,"Hesler-2015",0.0114785424852533,-0.00763767618122493,0.00529921819907463,0.0068232054006763,0.0073682098645364,-0.0118470319955946,9.15409415939656e-05,-0.0118769897743391,-0.0121752216958611,0.00671136478895166,-0.00509585461471458,43.919667,-89.662781
"CPB2015_26D",2015,"Hesler-2015",0.0116978085921355,-0.0087359585324102,0.00912088276616812,0.0092625565328068,0.00585424530614542,-0.00880749004465353,-0.00699862383093889,0.0033613662751301,-0.0114178731270968,0.00554779546990805,0.0143984228146111,43.919667,-89.662781
"CPB2015_26E",2015,"Hesler-2015",0.0122994623571798,-0.00738742594911592,0.00162961281645676,-0.0113584252437038,-0.00399207774604881,-0.0132015617676498,0.0043659065817984,-0.00313530456302191,-0.0191121306611959,-0.0107563944901609,0.00188305282628543,43.919667,-89.662781
"CPB2015_26F",2015,"Hesler-2015",0.00526478910087351,-0.00880877297608839,-0.0024479387564371,0.00399160965967307,-0.00110388537994663,-0.00449361763986026,0.0166212094945651,-0.0030912426173218,-0.00254723980051673,-0.0154698973079796,2.39945888761619e-05,43.919667,-89.662781
"CPB2015_26G",2015,"Hesler-2015",-0.0141658983743758,-0.0150995321077038,-0.0124619260551707,0.00302930618117009,-0.00671938807111288,-0.00249654348464106,-0.0101270546423322,0.0015679904197431,0.00721189172861269,-0.00127807049756153,0.015514986287081,43.919667,-89.662781
"CPB2015_26H",2015,"Hesler-2015",-0.0176860775175594,-0.0139916023480668,-0.0138851660909321,-0.00507846687074566,-0.00764352695293998,0.00241637219069467,-0.00772953697255651,-0.00223536002350902,-0.00138767719553891,-0.00773109162251437,-0.00797485532470836,43.919667,-89.662781
"SilverValley2015_133B",2015,"SilverValley-2015",-0.0162280346468291,-0.0112489881876995,-0.00449236023881525,-0.00753945005636283,0.00247087964796156,-0.0280381325169159,-0.0009639452506936,0.00328387399470722,-0.016958474755806,0.000871807735608662,-0.0105585615654501,43.89850833,-89.69366111
"SilverValley2015_133A",2015,"SilverValley-2015",-0.0199874432775624,-0.0133107757561181,-0.0124901439728541,-0.00715447027039446,-0.0158783019371171,-0.00630167210191105,0.00695872144972525,0.0146490542623523,0.0175472146365008,-0.0143037515669046,-0.00610044586684695,43.89850833,-89.69366111
"SilverValley2015_133C",2015,"SilverValley-2015",-0.00327863731828865,0.0192649454694036,-0.0110475210219351,0.00138635725378928,-0.00297787322064515,-0.00375609658414229,0.000563417845951784,-0.00217941761764114,0.0193478933398564,0.00946750123688787,0.00382950534704828,43.89850833,-89.69366111
"SilverValley2015_133D",2015,"SilverValley-2015",0.00395060786143607,-0.0074062709738066,-0.0232307088628417,-0.00957285971362473,-0.00145487844549154,-0.00495412629790169,0.00210786156159972,0.000657185778823743,-0.00837415298376988,-0.000590102685415517,0.000493934451422327,43.89850833,-89.69366111
"SilverValley2015_133E",2015,"SilverValley-2015",-0.030912098648106,0.0381987332045386,-0.0160369504913959,-0.0157399997371655,-0.000116865739615025,0.00468671949976977,-0.00487852927126057,-0.0163533099902175,0.0157631303991474,0.00335921669887725,0.010728814733081,43.89850833,-89.69366111
"SilverValley2015_133F",2015,"SilverValley-2015",0.0030460283002543,-0.00840071340369203,-0.0174470790650249,-0.00281397790128647,-0.000693731812055763,-0.00816701783669572,0.00460446394085581,0.00885711471225025,-0.00246945527717195,-0.00161591380988592,-0.00312254224104786,43.89850833,-89.69366111
"SDS23_046A",2023,"Du-2023",-0.0207369194221564,-0.0143876046259505,-0.016529015017677,-0.0129159032884381,0.00776673650630346,0.000763162152838503,-0.00361377084398332,-0.00275040635967093,-0.0258747333952143,-0.00793569379218303,-0.00727578995601782,43.90818,-89.67714
"SDS23_046B",2023,"Du-2023",0.00193184772498959,-0.00810431997499686,-0.024667338533903,-0.00275060358935414,-0.0144562309359214,-0.00629114344282048,0.0124657309215128,0.00891359960093774,0.0330861499255326,-0.0100653278648811,-0.00431698538702745,43.90818,-89.67714
"SDS23_046C",2023,"Du-2023",-0.019578277420664,-0.011641139664476,-0.015403602954848,0.00303075050434574,-0.0173487861331324,0.00582117709384064,0.00548007164415116,-0.0228091782854111,0.0105876826435256,0.00724642357369052,0.00535743380033405,43.90818,-89.67714
"SDS23_046D",2023,"Du-2023",-0.00155525955835005,0.0196005757188467,-0.0244920869511409,-0.0063704953103138,0.00552991211133165,0.00331616750373503,-0.00451679066855871,-0.0038050715507645,0.0079622776036652,0.0114227413014415,-0.0183711946787022,43.90818,-89.67714
"SDS23_046E",2023,"Du-2023",0.00463752393788462,-0.00671839795650951,-0.015962318349391,-0.0106141580761626,-0.000642583366004296,-0.00331062636525003,0.0182484883747488,-0.0193040103033433,-0.00866455751414045,-0.0403590298979801,-0.00407712618334422,43.90818,-89.67714
"SDS23_046F",2023,"Du-2023",-0.0192568512615526,-0.0143398625925693,-0.0168552676743402,-0.00199671138011813,-0.00739150484134872,-0.0173931155933664,0.0143689930037849,-0.0174916915600205,0.0128155600989246,-0.00211259050037556,0.00801281077062912,43.90818,-89.67714
"SDS23_046G",2023,"Du-2023",0.0297667854458279,0.0202883610953384,-0.0265609000424411,-0.00804640218828501,-0.0015742552116024,0.00879402107214055,0.00406601404638049,0.00221935528017793,-0.00310903262496345,0.0103554673870341,-0.0198748434886531,43.90818,-89.67714
